City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
343,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,76,0,17.27,clear sky
344,Bilibino,RU,68.0546,166.4372,23.47,82,100,3.24,overcast clouds
345,Zaltan,LY,32.947,11.8665,74.91,63,53,4.27,broken clouds
346,Hede,CN,33.7681,120.2517,61.92,83,100,22.82,overcast clouds
347,La Union,PE,-5.4,-80.75,78.49,49,57,16.15,broken clouds
348,Moron,AR,-34.6534,-58.6198,64.02,65,12,12.15,few clouds
349,Ngunguru,NZ,-35.6167,174.5,58.35,63,43,5.61,scattered clouds
350,Omsukchan,RU,62.5333,155.8,12.15,97,98,5.03,overcast clouds
351,Adre,TD,13.4667,22.2,73.53,72,100,9.78,overcast clouds
352,Formosa,AR,-26.1775,-58.1781,78.78,34,0,8.05,clear sky
353,Katsuura,JP,35.1333,140.3,75.0,73,25,14.36,scattered clouds
354,Quesnel,CA,52.9999,-122.5029,66.7,59,0,0.0,clear sky
355,Bambanglipuro,ID,-7.95,110.2833,76.37,88,87,5.84,light rain
356,Pochutla,MX,15.7432,-96.4661,87.62,68,12,6.51,few clouds
357,Mbuguni,TZ,-3.5667,36.95,65.77,65,51,5.84,broken clouds
358,Moroni,KM,-11.7022,43.2551,73.83,75,4,1.03,clear sky
359,Denpasar,ID,-8.65,115.2167,76.71,94,40,2.3,scattered clouds
360,Srandakan,ID,-7.9386,110.2506,76.46,88,86,5.77,light rain
361,Yumen,CN,40.2833,97.2,40.8,31,0,14.5,clear sky
362,Ambanja,MG,-13.6833,48.45,69.3,82,30,2.89,scattered clouds
363,Phatthalung,TH,7.5,100.0833,77.88,88,100,2.86,overcast clouds
364,Ginir,ET,7.1333,40.7,61.07,79,100,4.94,light rain
365,Tambacounda,SN,13.7539,-13.7586,82.45,89,40,0.0,thunderstorm
366,Jutai,BR,-5.1833,-68.9,84.63,62,74,3.71,broken clouds
367,Brae,GB,60.3964,-1.353,53.35,93,100,24.05,light rain
368,Price,US,39.5994,-110.8107,66.11,59,100,4.61,overcast clouds
369,Rio Gallegos,AR,-51.6226,-69.2181,53.65,50,0,4.61,clear sky
370,Zhenjiang,CN,32.2092,119.4342,68.81,86,100,3.0,overcast clouds
371,Broome,US,42.2506,-75.833,57.6,57,0,5.75,clear sky
372,Tura,IN,25.5198,90.2201,72.5,97,100,2.77,overcast clouds
373,Cabedelo,BR,-6.9811,-34.8339,77.67,73,3,12.68,clear sky
374,Shimoda,JP,34.6667,138.95,72.1,76,30,7.27,scattered clouds
375,Saskylakh,RU,71.9167,114.0833,15.62,96,99,5.57,overcast clouds
376,Vardo,NO,70.3705,31.1107,37.38,93,100,4.61,overcast clouds
377,Ulladulla,AU,-35.35,150.4667,55.31,75,87,3.27,overcast clouds
378,Igarka,RU,67.4667,86.5833,30.67,82,100,22.59,overcast clouds
379,Mitu,CO,1.1983,-70.1733,81.73,72,73,1.28,broken clouds
380,Erenhot,CN,43.6475,111.9767,32.38,27,0,4.76,clear sky
381,Troitsko-Pechorsk,RU,62.7084,56.1964,42.98,94,100,3.4,overcast clouds
382,Kirakira,SB,-10.4544,161.9205,81.0,81,51,7.52,broken clouds
383,Villa De Reyes,MX,21.8,-100.9333,74.77,33,100,10.71,overcast clouds
384,Agogo,GH,6.8,-1.0819,70.81,95,34,2.57,scattered clouds
385,Tupik,RU,54.4253,119.9327,21.51,63,46,3.65,scattered clouds
386,Urdoma,RU,61.7533,48.5442,47.86,96,100,6.82,overcast clouds
387,Yerbogachen,RU,61.2767,108.0108,24.84,79,48,3.94,scattered clouds
388,Beloha,MG,-25.1667,45.05,66.79,80,0,4.41,clear sky
389,Kupang,ID,-10.1667,123.5833,78.37,83,100,3.58,overcast clouds
390,Olafsvik,IS,64.8945,-23.7142,45.75,71,100,20.11,light rain
391,Tiznit,MA,29.5833,-9.5,79.72,26,0,1.39,clear sky
392,Cordoba,AR,-31.4135,-64.1811,82.42,13,0,20.71,clear sky
393,Xianyang,CN,34.3378,108.7026,58.24,100,100,4.47,overcast clouds
394,Rabo De Peixe,PT,37.8,-25.5833,75.27,78,75,6.91,broken clouds
395,Rio Grande,BR,-32.035,-52.0986,62.71,69,7,14.67,clear sky
396,Maniitsoq,GL,65.4167,-52.9,34.12,71,17,4.68,few clouds
397,Homer,US,59.6425,-151.5483,53.49,63,75,5.99,broken clouds
398,Melendugno,IT,40.2747,18.3368,72.05,88,0,11.5,clear sky
399,Panjab,AF,34.388,67.0233,41.14,23,0,3.36,clear sky
400,Rome,US,34.257,-85.1647,77.47,52,0,10.36,clear sky
401,Portland,US,45.5234,-122.6762,82.47,51,40,5.01,smoke
402,Banyo,CM,6.75,11.8167,66.69,92,100,2.44,overcast clouds
403,Arlit,NE,18.7369,7.3853,94.35,12,1,8.63,clear sky
404,Huanan,CN,46.2167,130.5167,32.59,93,2,5.7,clear sky
405,Eseka,CM,3.65,10.7667,70.61,100,100,1.28,overcast clouds
406,Lazarev,RU,52.225,141.5131,39.47,97,100,18.21,light rain
407,Coihaique,CL,-45.5752,-72.0662,60.75,39,75,9.22,broken clouds
408,Kurilsk,RU,45.2333,147.8833,59.2,92,100,18.23,overcast clouds
409,Cam Ranh,VN,11.9214,109.1591,76.96,94,40,5.75,scattered clouds
410,Morro Bay,US,35.3658,-120.8499,90.59,53,13,8.99,few clouds
411,Surab,PK,28.4914,66.2585,63.7,24,0,7.0,clear sky
412,Port Blair,IN,11.6667,92.75,80.83,84,97,5.61,overcast clouds
413,Ayutla,MX,20.1167,-104.3333,63.45,97,100,2.57,overcast clouds
414,Cheb,CZ,50.0796,12.3739,51.04,94,100,3.11,overcast clouds
415,Poya,NC,-21.35,165.15,73.78,58,54,9.86,broken clouds
416,Kudahuvadhoo,MV,2.6708,72.8944,82.11,74,100,17.69,overcast clouds
417,Whittlesea,ZA,-32.1759,26.8244,53.1,75,91,6.71,overcast clouds
418,Kuusamo,FI,65.9667,29.1833,39.24,100,75,2.3,broken clouds
419,Vilyuysk,RU,63.7553,121.6247,26.4,89,100,7.31,overcast clouds
420,Cim,BA,43.3528,17.7772,63.32,39,20,12.66,few clouds
421,Wenling,CN,28.3669,121.36,76.08,92,2,7.45,clear sky
422,Cachoeira Do Sul,BR,-30.0392,-52.8939,61.77,59,18,7.76,few clouds
423,Dargaville,NZ,-35.9333,173.8833,58.14,70,64,5.32,broken clouds
424,Asau,RO,46.4333,26.4,54.52,81,63,5.03,broken clouds
425,Machinga,MW,-15.1685,35.3,75.94,37,64,3.67,broken clouds
426,Tobol,KZ,52.6844,62.5794,39.22,34,14,6.29,few clouds
427,Sabang,ID,5.8933,95.3214,80.15,82,100,23.78,overcast clouds
428,Margate,GB,51.3813,1.3862,59.9,90,96,5.99,overcast clouds
429,Mujiayingzi,CN,42.1167,118.7833,29.79,48,0,10.69,clear sky
430,Nemuro,JP,43.3236,145.575,65.82,90,81,25.81,broken clouds
431,Golden,US,39.7555,-105.2211,75.18,35,74,3.0,broken clouds
432,Syracuse,IT,37.0881,15.2792,69.39,67,7,10.92,clear sky
433,Cody,US,44.5263,-109.0565,62.91,62,75,4.61,broken clouds
434,Sarakhs,IR,36.5449,61.1577,59.94,30,0,1.43,clear sky
435,Kodinsk,RU,58.6881,99.1844,23.54,94,14,1.72,few clouds
436,Kavaratti,IN,10.5669,72.642,81.3,78,100,15.84,overcast clouds
437,Hare Bay,CA,48.8499,-54.0148,47.55,61,57,5.17,broken clouds
438,Itarema,BR,-2.9248,-39.9167,78.15,78,34,14.18,scattered clouds
439,Bethanien,NA,-26.502,17.1583,63.52,33,0,5.3,clear sky
440,Kushmurun,KZ,52.4503,64.6311,37.74,40,11,5.55,few clouds
441,Oga,IT,46.4631,10.347,48.88,72,76,3.83,broken clouds
442,Feldru,RO,47.2833,24.6,45.63,95,89,4.97,overcast clouds
443,Benghazi,LY,32.1167,20.0667,75.61,68,13,11.27,few clouds
444,Canmore,CA,51.0834,-115.3521,75.31,27,8,8.05,clear sky
445,Tomatlan,MX,19.9333,-105.25,75.74,94,100,2.86,overcast clouds
446,Kailua,US,21.4022,-157.7394,85.98,67,20,12.66,few clouds
447,Kouango,CF,4.9934,19.9619,68.74,96,99,3.53,overcast clouds
448,Santa Lucia,ES,27.9117,-15.5407,68.76,83,0,9.22,clear sky
449,Gornozavodsk,RU,58.3758,58.3211,42.48,85,100,4.45,overcast clouds
450,Rietavas,LT,55.7194,21.9311,48.33,77,98,13.4,overcast clouds
451,Dwarka,IN,22.2394,68.9678,81.07,70,4,7.09,clear sky
452,Ossora,RU,59.2353,163.0719,38.93,78,86,3.4,overcast clouds
453,Half Moon Bay,US,37.4636,-122.4286,80.42,62,0,20.71,clear sky
454,Hirara,JP,24.8,125.2833,81.09,75,3,8.05,clear sky
455,Kalmunai,LK,7.4167,81.8167,79.12,69,86,4.25,overcast clouds
456,Burdeos,PH,14.8436,121.9697,78.73,87,100,7.45,overcast clouds
457,Lamu,KE,-2.2717,40.902,77.22,82,100,13.67,overcast clouds
458,Rorvik,NO,64.8621,11.2373,51.91,93,75,10.36,broken clouds
459,Vitim,RU,59.4511,112.5578,27.27,88,100,3.11,overcast clouds
460,Tavda,RU,58.0425,65.2726,49.75,81,100,9.46,overcast clouds
461,Paciran,ID,-6.8767,112.3761,77.31,87,76,9.22,broken clouds
462,Rincon,US,32.296,-81.2354,64.9,72,100,11.5,overcast clouds
463,Coevorden,NL,52.661,6.7405,53.85,84,84,5.61,broken clouds
464,Juneau,US,58.3019,-134.4197,51.8,88,75,5.75,broken clouds
465,Faanui,PF,-16.4833,-151.75,78.66,75,4,15.03,clear sky
466,San Angelo,US,31.4638,-100.437,86.11,20,0,5.75,clear sky
467,Sangar,RU,63.9242,127.4739,18.12,87,97,3.56,overcast clouds
468,Burkburnett,US,34.0979,-98.5706,85.89,20,0,9.22,clear sky
469,Soure,BR,-0.7167,-48.5233,80.1,81,80,13.89,broken clouds
470,Paraopeba,BR,-19.2757,-44.4033,76.28,53,17,4.43,few clouds
471,Seminole,US,28.7086,-81.2081,80.96,67,75,13.8,broken clouds
472,North Vanlaiphai,IN,23.1333,93.0667,61.9,100,97,1.79,overcast clouds
473,Miraflores,MX,19.2167,-98.8083,75.02,65,88,4.5,overcast clouds
474,Gorontalo,ID,0.5412,123.0595,74.61,93,96,2.98,overcast clouds
475,Egvekinot,RU,66.3167,-179.1667,25.52,78,45,8.46,scattered clouds
476,Birao,CF,10.2849,22.7882,69.58,95,100,4.7,moderate rain
477,Kapoeta,SS,4.7717,33.5903,74.62,75,100,8.41,light rain
478,Abu Dhabi,AE,24.4667,54.3667,87.82,77,0,6.91,clear sky
479,Pinhao,BR,-25.6956,-51.6597,59.63,85,80,1.92,broken clouds
480,Guarapari,BR,-20.6667,-40.4975,73.89,96,100,6.55,overcast clouds
481,San Jose,US,37.3394,-121.895,82.69,52,0,12.66,clear sky
482,Arauca,CO,7.0847,-70.7591,91.4,55,28,3.44,scattered clouds
483,Opuwo,NA,-18.0607,13.84,72.32,32,67,5.61,broken clouds
484,Xining,CN,36.6167,101.7667,40.24,56,96,2.01,overcast clouds
485,Iquitos,PE,-3.7481,-73.2472,87.84,62,20,6.91,few clouds
486,Marsh Harbour,BS,26.5412,-77.0636,80.62,69,44,16.44,scattered clouds
487,Qasigiannguit,GL,68.8193,-51.1922,34.05,87,24,4.94,few clouds
488,Novyy Urengoy,RU,66.0833,76.6333,37.6,97,100,13.89,light rain
489,Seoul,KR,37.5683,126.9778,69.19,94,100,11.5,overcast clouds
490,Hami,CN,42.8,93.45,47.53,15,0,4.43,clear sky
491,Bastia,FR,42.6667,9.3333,63.03,82,0,5.75,clear sky
492,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,82.06,73,71,5.82,broken clouds
493,Cockburn Town,TC,21.4612,-71.1419,85.96,70,40,11.5,scattered clouds
494,Juan Lacaze,UY,-34.4342,-57.4381,65.12,69,9,19.44,clear sky
495,Zarubino,RU,42.63,131.0922,43.43,68,100,21.74,light rain
496,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.92,68,97,1.77,overcast clouds
497,Zambezi,ZM,-13.5432,23.1047,66.94,22,22,1.54,few clouds
498,Yermakovskoye,RU,53.2831,92.4003,26.76,72,7,0.67,clear sky
499,Yate,GB,51.5407,-2.4184,60.08,92,100,1.99,overcast clouds
500,Abu Samrah,SY,35.3029,37.1841,74.01,73,0,6.06,clear sky
501,Esna,EG,25.2934,32.554,85.12,35,0,15.48,clear sky
502,Sunland Park,US,31.7965,-106.58,82.81,34,0,5.75,clear sky
503,Kharovsk,RU,59.9642,40.1912,49.95,84,100,11.63,overcast clouds
504,Flin Flon,CA,54.7682,-101.865,58.84,41,40,4.61,smoke
505,Murgab,TM,37.4966,61.9714,57.07,47,0,6.91,clear sky
506,Nanortalik,GL,60.1432,-45.2371,36.59,75,29,13.51,scattered clouds
507,Takab,IR,36.4009,47.1133,55.4,30,6,0.92,clear sky
508,Kaeo,NZ,-35.1,173.7833,64.33,73,21,5.26,few clouds
509,Tuy Hoa,VN,13.0833,109.3,75.61,92,41,3.85,scattered clouds
510,Wanning,CN,18.8003,110.3967,78.94,87,98,2.24,overcast clouds
511,Aranos,NA,-24.1333,19.1167,74.93,16,17,7.36,few clouds
512,Srednekolymsk,RU,67.45,153.6833,24.85,83,97,2.89,overcast clouds
513,Rapid Valley,US,44.0625,-103.1463,65.07,73,100,10.36,overcast clouds
514,Saint Anthony,US,45.0205,-93.218,77.14,44,0,14.97,clear sky
515,Yamada,JP,39.4667,141.95,67.06,87,98,8.48,overcast clouds
516,Akhmim,EG,26.5622,31.745,82.17,36,0,8.66,clear sky
517,Norrtalje,SE,59.758,18.705,50.02,95,27,7.81,scattered clouds
518,Pisco,PE,-13.7,-76.2167,64.45,72,75,14.97,broken clouds
519,Leshukonskoye,RU,64.8989,45.7622,36.25,93,100,4.83,overcast clouds
520,Bristol,US,41.8334,-71.1662,53.82,74,100,5.99,overcast clouds
521,Loa Janan,ID,-0.583,117.095,73.29,96,99,2.28,moderate rain
522,Elko,US,41.0002,-115.5012,71.64,24,0,4.0,clear sky
523,Turochak,RU,52.2576,87.1224,19.49,98,32,2.17,scattered clouds
524,Samarai,PG,-10.6167,150.6667,81.45,81,85,13.85,overcast clouds
525,Kaabong,UG,3.4836,34.1492,67.96,59,95,5.64,overcast clouds
526,Batemans Bay,AU,-35.7167,150.1833,56.1,63,88,2.82,overcast clouds
527,Antalaha,MG,-14.9003,50.2788,67.62,81,48,5.32,scattered clouds
528,Gigmoto,PH,13.7796,124.39,81.12,84,58,4.54,broken clouds
529,Kazerun,IR,29.6195,51.6541,74.16,42,1,2.86,clear sky
530,Farafangana,MG,-22.8167,47.8333,68.41,89,9,7.47,clear sky
531,Uvira,CD,-3.4067,29.1458,75.38,64,55,1.52,broken clouds
532,Roald,NO,62.5833,6.1333,56.16,82,75,10.36,broken clouds
533,Letterkenny,IE,54.95,-7.7333,64.29,80,100,17.36,overcast clouds
534,Lorengau,PG,-2.0226,147.2712,83.84,71,81,8.41,broken clouds
535,Zalantun,CN,48.0,122.7167,28.24,44,0,7.36,clear sky
536,Ballina,AU,-28.8667,153.5667,58.01,99,35,1.61,scattered clouds
537,Tigil,RU,57.8,158.6667,41.95,88,100,8.43,overcast clouds
538,Wuwei,CN,37.9281,102.6414,45.52,62,26,3.85,scattered clouds
539,Baruun-Urt,MN,46.6806,113.2792,23.07,53,1,6.29,clear sky
540,Aguadilla,PR,18.4275,-67.1541,84.65,75,75,6.91,broken clouds
541,Pasighat,IN,28.0667,95.3333,75.54,96,97,2.46,overcast clouds
542,Aykhal,RU,66.0,111.5,10.13,99,98,5.26,overcast clouds
543,Nalvo,PH,16.8096,120.5108,73.35,84,95,3.67,overcast clouds
544,Pato Branco,BR,-26.2286,-52.6706,58.08,90,5,5.5,clear sky
545,Port Shepstone,ZA,-30.7414,30.455,67.8,79,89,16.33,overcast clouds
546,Minna,NG,9.6139,6.5569,74.93,90,94,3.49,moderate rain
547,Kaura Namoda,NG,12.5898,6.5779,80.33,73,4,7.14,clear sky
548,Emerald,AU,-23.5333,148.1667,64.35,80,0,15.84,clear sky
549,Ekhabi,RU,53.5102,142.9671,38.08,97,100,12.28,light rain
550,Baracoa,CU,20.3467,-74.4958,81.09,81,99,2.33,overcast clouds
551,Nezhinskiy,RU,43.9283,42.6856,53.69,90,100,4.5,overcast clouds
552,Tambo,PE,-14.8,-73.9167,42.08,63,96,8.41,overcast clouds
553,Chapais,CA,49.7834,-74.8492,58.78,55,55,7.09,broken clouds
554,Harindanga,IN,22.0383,88.3214,77.49,95,100,3.62,light rain
555,Viedma,AR,-40.8135,-62.9967,55.8,62,100,21.12,overcast clouds
556,Ormara,PK,25.2088,64.6357,79.34,82,4,8.37,clear sky
557,Lady Lake,US,28.9175,-81.9229,79.14,62,59,4.0,broken clouds
558,Anju,KP,39.6178,125.6647,47.44,81,100,11.43,overcast clouds
559,Mecca,SA,21.4267,39.8261,82.69,46,23,2.51,few clouds
560,Ust-Ilimsk,RU,58.0006,102.6619,25.97,93,98,1.95,overcast clouds
561,Zadonsk,RU,52.3904,38.9261,49.15,78,8,15.73,clear sky
562,Sorland,NO,67.667,12.6934,48.06,84,96,22.64,overcast clouds
563,Waipawa,NZ,-41.4122,175.5153,50.77,55,2,6.06,clear sky
564,Conceicao Do Araguaia,BR,-8.2578,-49.2647,90.41,23,30,3.38,scattered clouds
565,Diban,SY,35.0365,40.5167,82.33,18,0,10.74,clear sky
566,Manokwari,ID,-0.8667,134.0833,79.02,77,50,3.85,scattered clouds
567,Bani,DO,18.2833,-70.3333,87.24,76,71,5.82,broken clouds
568,Vostok,RU,46.4856,135.8833,29.26,96,100,9.73,light snow
569,Mayo,US,38.8876,-76.5119,51.78,91,100,11.5,light rain
570,Beringovskiy,RU,63.05,179.3167,34.86,89,100,10.04,overcast clouds
571,Ukiah,US,39.1502,-123.2078,88.43,45,0,3.44,clear sky
572,Mawlaik,MM,23.6333,94.4167,73.56,100,98,1.61,overcast clouds
573,Nioro,GM,13.35,-15.75,78.67,85,98,1.66,light rain
574,Teya,RU,60.3778,92.6267,26.56,88,72,3.51,broken clouds
575,Dorado,PR,18.4588,-66.2677,84.72,84,75,9.22,broken clouds
576,Gazli,UZ,40.1333,63.45,58.48,19,0,5.7,clear sky
577,San Cristobal,VE,7.7669,-72.225,82.58,61,18,4.21,few clouds
578,Blagoyevo,RU,63.3667,47.9167,42.39,94,100,7.65,light rain
579,Laredo,US,27.5064,-99.5075,80.89,50,0,0.0,clear sky
580,Ostersund,SE,63.1792,14.6357,45.05,93,94,7.0,overcast clouds
581,Lompoc,US,34.6391,-120.4579,83.01,67,0,16.11,clear sky
582,Fomboni,KM,-12.28,43.7425,75.61,68,4,2.53,clear sky
583,Fort Nelson,CA,58.8053,-122.7002,56.79,35,75,0.0,broken clouds
584,Canoinhas,BR,-26.1772,-50.39,57.79,95,18,1.92,few clouds
585,Bonthe,SL,7.5264,-12.505,76.59,92,99,4.52,overcast clouds
586,Paramonga,PE,-10.6667,-77.8333,64.22,80,16,10.2,few clouds
587,Vestmannaeyjar,IS,63.4427,-20.2734,50.29,82,100,25.55,overcast clouds
588,Cururupu,BR,-1.8283,-44.8683,75.67,83,50,3.74,scattered clouds
589,Omboue,GA,-1.5746,9.2618,75.76,88,100,4.99,overcast clouds
590,Daru,PG,-9.0763,143.2092,82.02,81,20,15.86,few clouds
591,Laizhou,CN,37.1717,119.9214,52.84,59,100,26.82,overcast clouds
592,Kerchevskiy,RU,59.946,56.2884,45.7,95,100,6.78,overcast clouds
593,Irbil,IQ,36.1926,44.0106,75.02,22,10,6.91,clear sky
594,Batagay-Alyta,RU,67.8006,130.4114,11.41,94,82,5.57,broken clouds
595,Asfi,MA,32.2994,-9.2372,71.73,66,0,7.4,clear sky
596,Temirgoyevskaya,RU,45.1141,40.2803,57.81,66,22,6.24,few clouds
597,Lopsmarka,NO,67.3134,14.4493,48.79,87,100,8.05,overcast clouds
598,Bida,NG,9.0833,6.0167,79.09,80,88,3.06,overcast clouds
599,Morant Bay,JM,17.8815,-76.4093,85.62,84,100,4.85,overcast clouds
600,Vila Velha,BR,-20.3297,-40.2925,76.95,90,75,11.99,broken clouds
601,Methoni,GR,36.8197,21.7049,71.22,75,71,15.82,broken clouds
602,Gunjur,GM,13.2019,-16.7339,78.87,94,40,0.0,light rain
603,Ust-Tsilma,RU,65.441,52.1498,38.1,92,66,1.72,broken clouds
604,Kaifeng,CN,34.7911,114.3483,52.59,83,100,19.24,light rain
605,Pueblo,US,38.2545,-104.6091,79.56,23,0,4.61,clear sky
606,Tonder,DK,54.9331,8.8667,57.24,92,100,1.01,overcast clouds
607,Punta Cardon,VE,11.6581,-70.215,85.21,69,8,22.97,clear sky
608,Namibe,AO,-15.1961,12.1522,67.26,85,98,2.37,overcast clouds
609,Abha,SA,18.2164,42.5053,62.85,59,0,0.0,clear sky
610,Kopavogur,IS,64.1123,-21.913,47.91,81,100,8.05,overcast clouds
611,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,92,97,10.58,overcast clouds
612,Atbasar,KZ,51.8,68.3333,33.87,59,8,6.58,clear sky
613,Hikari,JP,33.955,131.95,78.78,93,30,8.28,scattered clouds
614,Fare,PF,-16.7,-151.0167,78.3,75,5,15.39,light rain
615,Cortez,US,37.3489,-108.5859,65.16,55,75,10.36,broken clouds
616,Central Point,US,42.376,-122.9164,89.17,28,0,1.99,clear sky
617,Santa Luzia,BR,-19.7697,-43.8514,83.48,43,20,3.44,few clouds
618,Tessalit,ML,20.1986,1.0114,89.35,11,0,10.78,clear sky
619,Solnechnyy,RU,50.7214,136.6319,31.12,93,100,8.93,light snow
620,Turinskaya Sloboda,RU,57.6232,64.3858,49.73,83,100,10.36,overcast clouds
621,Yining,CN,29.0361,114.5636,74.79,74,30,3.8,scattered clouds
622,Mandera,KE,3.9366,41.867,79.0,50,35,20.76,scattered clouds
623,Imeni Poliny Osipenko,RU,52.4201,136.4853,32.58,55,100,14.2,overcast clouds
624,Ganzhou,CN,28.8184,115.4327,80.65,58,62,8.03,broken clouds
625,Fort Smith,US,35.3859,-94.3986,87.39,24,0,3.44,clear sky
626,Port-Gentil,GA,-0.7193,8.7815,78.76,89,75,10.36,broken clouds
627,Puerto Quijarro,BO,-17.7833,-57.7667,86.81,41,67,3.56,broken clouds
628,Sinnamary,GF,5.3833,-52.95,80.28,82,77,10.33,heavy intensity rain
629,Meadow Lake,US,34.8014,-106.5436,76.3,39,68,10.83,broken clouds
630,Nebolchi,RU,59.1239,33.3454,45.14,86,88,10.11,overcast clouds
631,Kiunga,PG,-6.1219,141.2906,76.73,93,84,2.19,broken clouds
632,Aasiaat,GL,68.7098,-52.8699,24.04,92,28,5.88,scattered clouds
633,Ibara,JP,34.6,133.4667,68.58,86,50,0.45,scattered clouds
634,Noumea,NC,-22.2763,166.4572,73.99,99,51,10.04,broken clouds
635,Mobara,JP,35.4167,140.3,73.38,70,69,10.11,broken clouds
636,Onalaska,US,43.8844,-91.2351,72.07,55,0,8.05,clear sky
637,Laguna,US,38.421,-121.4238,88.32,41,0,4.61,clear sky
638,Praia,CV,14.9215,-23.5087,79.34,83,75,10.36,broken clouds
639,Algiers,DZ,36.7525,3.042,78.62,47,75,3.44,broken clouds
640,Pundaguitan,PH,6.3711,126.1689,82.04,74,100,10.22,overcast clouds
641,Port Augusta,AU,-32.5,137.7667,72.03,37,98,9.42,light rain
642,Avera,US,33.194,-82.5271,73.54,46,49,9.4,scattered clouds
643,Mumbwa,ZM,-14.9783,27.0619,71.82,30,0,6.49,clear sky
644,Nelson Bay,AU,-32.7167,152.15,57.0,87,46,8.01,scattered clouds
645,Akdepe,TM,42.0551,59.3788,44.69,31,1,9.51,clear sky
646,Lixourion,GR,38.2019,20.4314,69.87,78,78,15.1,broken clouds
647,Nara,JP,34.6851,135.8049,73.49,58,73,2.66,broken clouds
648,Iranshahr,IR,27.2025,60.6848,86.34,30,0,0.0,clear sky
649,La Ronge,CA,55.1001,-105.2842,59.25,33,20,2.3,smoke
650,Amberley,US,39.2048,-84.428,69.94,39,0,11.5,clear sky
651,Sakakah,SA,29.9697,40.2064,80.17,17,0,6.2,clear sky
652,College,US,64.8569,-147.8028,46.38,82,75,6.91,broken clouds
653,Avallon,FR,47.4833,3.9,49.23,89,85,3.31,overcast clouds
654,Garner,US,35.7113,-78.6142,65.23,69,32,1.99,scattered clouds
655,Liuzhou,CN,24.3126,109.3892,77.5,84,5,1.12,clear sky
656,Saint-Joseph,RE,-21.3667,55.6167,70.18,80,38,9.37,scattered clouds
657,Hashtrud,IR,37.4779,47.0508,57.33,28,55,2.33,broken clouds
658,Bhimunipatnam,IN,17.8833,83.4333,79.32,84,100,5.03,very heavy rain
659,Vondrozo,MG,-22.8167,47.2833,60.71,96,29,0.83,scattered clouds
660,Cedral,MX,23.8,-100.7333,70.29,32,100,7.56,overcast clouds
661,Narsaq,GL,60.9167,-46.05,37.62,67,44,0.96,scattered clouds
662,Hue,VN,16.4667,107.6,77.11,88,20,3.44,few clouds
663,Yazman,PK,29.1212,71.7446,84.43,29,0,9.71,clear sky
664,Boali,CF,4.8005,18.1275,69.01,97,100,2.21,overcast clouds
665,Sao Desiderio,BR,-12.3633,-44.9733,85.86,34,88,5.01,overcast clouds
666,Mbale,UG,1.0821,34.175,63.93,92,100,3.42,light rain
667,Lasa,IT,46.6166,10.7002,56.28,67,79,4.36,broken clouds
668,Verkhoyansk,RU,67.5447,133.385,19.22,97,97,2.46,overcast clouds
669,Vanimo,PG,-2.6741,141.3028,78.21,89,76,6.96,broken clouds
670,Vokhtoga,RU,58.8147,41.0461,47.48,84,66,10.25,broken clouds
671,Buala,SB,-8.145,159.5921,82.42,76,96,9.13,light rain
672,Mizdah,LY,31.4451,12.9801,67.93,68,100,3.4,overcast clouds
673,Aksarka,RU,66.5606,67.7975,34.52,92,85,10.98,overcast clouds
674,Santa Quiteria,BR,-4.3319,-40.1567,87.24,29,15,5.73,few clouds
675,Maneadero,MX,31.7167,-116.5667,69.1,85,19,3.0,few clouds
676,Grand Gaube,MU,-20.0064,57.6608,70.38,68,44,5.01,scattered clouds
677,Preobrazheniye,RU,42.9019,133.9064,46.15,73,100,12.44,moderate rain
678,Linhares,BR,-19.3911,-40.0722,76.42,76,98,6.82,overcast clouds
679,Sri Aman,MY,1.2376,111.4621,75.25,94,100,0.0,overcast clouds
680,Yemelyanovo,RU,56.1681,92.6767,24.08,93,0,2.24,clear sky
681,Trinidad,BO,-14.8333,-64.9,93.18,43,20,4.61,few clouds
682,Oudtshoorn,ZA,-33.5907,22.2014,57.56,68,100,4.99,overcast clouds
